"City","Population","Elevation","AdministrativeDivision","Country"
"Coronel Mariduena",7303,44.,"Guayas, Ecuador","Ecuador"
"Palora",6472,8.8e2,"Morona Santiago, Ecuador","Ecuador"
"Alamor",6391,5.2e2,"Loja, Ecuador","Ecuador"
"San Cristobal",6142,1.8e2,"Galapagos, Ecuador","Ecuador"
"Pedernales",5983,35.,"Manabi, Ecuador","Ecuador"
"Celica",3693,2.3e3,"Loja, Ecuador","Ecuador"
"Sangolqui",75080,2.5e3,"Pichincha, Ecuador","Ecuador"
"Gualaquiza",4611,9.2e2,"Morona Santiago, Ecuador","Ecuador"
"Puerto Baquerizo Moreno",6672,38.,"Galapagos, Ecuador","Ecuador"
"El Angel",3983,3.e3,"Carchi, Ecuador","Ecuador"
"Saquisili",3778,3.e3,"Cotopaxi, Ecuador","Ecuador"
"Lima",10852210,1.2e2,"Lima, Peru","Peru"
"Arequipa",1000351,2.4e3,"Arequipa, Peru","Peru"
"Trujillo",682834,36.,"La Libertad, Peru","Peru"
"Chiclayo",524442,31.,"Lambayeque, Peru","Peru"
"Iquitos",370962,88.,"Loreto, Peru","Peru"
"Piura",361832,34.,"Piura, Peru","Peru"
"Cusco",435114,3.4e3,"Cusco, Peru","Peru"
"Huancayo",323054,3.3e3,"Junín, Peru","Peru"
"Chimbote",334568,9.,"Ancash, Peru","Peru"
"Pucallpa",272616,1.5e2,"Ucayali, Peru","Peru"
"Sullana",249337,55.,"Piura, Peru","Peru"
"Tacna",242451,5.7e2,"Tacna, Peru","Peru"
"Ica",219856,4.1e2,"Ica, Peru","Peru"
"Juliaca",216716,3.8e3,"Puno, Peru","Peru"
"Cajamarca",162326,2.8e3,"Cajamarca, Peru","Peru"
"Ayacucho",161586,2.8e3,"Ayacucho, Peru","Peru"
"Chincha Alta",153598,92.,"Ica, Peru","Peru"
"Huanuco",142738,1.9e3,"Huánuco, Peru","Peru"
"Puno",118008,3.8e3,"Puno, Peru","Peru"
"Tarapoto",117184,2.5e2,"San Martín, Peru","Peru"
"Huaraz",100931,3.1e3,"Ancash, Peru","Peru"
"Talara",99074,5.,"Piura, Peru","Peru"
"Tumbes",94751,18.,"Tumbes, Peru","Peru"
"Chosica",88606,1.1e3,"Lima Provincias, Peru","Peru"
"Cerro de Pasco",78910,4.3e3,"Pasco, Peru","Peru"
"Paita",179346,60.,"Piura, Peru","Peru"
"Jaen",63464,7.2e2,"Cajamarca, Peru","Peru"
"Catacaos",63013,25.,"Piura, Peru","Peru"
"Huaral",62174,1.9e2,"Lima Provincias, Peru","Peru"
"Ilo",57393,46.,"Moquegua, Peru","Peru"
"Chulucanas",55183,89.,"Piura, Peru","Peru"
"Pisco",54677,3.,"Ica, Peru","Peru"
"Barranca",54342,65.,"Lima Provincias, Peru","Peru"
"Abancay",53083,2.3e3,"Apurímac, Peru","Peru"
"Moquegua",52979,1.4e3,"Moquegua, Peru","Peru"
"Huacho",52776,0,"Lima Provincias, Peru","Peru"
"Puerto Maldonado",51349,2.1e2,"Madre de Dios, Peru","Peru"
"Tingo Maria",50414,6.7e2,"Huánuco, Peru","Peru"
"Yurimaguas",47113,1.3e2,"Loreto, Peru","Peru"
"Lambayeque",46351,17.,"Lambayeque, Peru","Peru"
"Huanchanco",43804,8.,"La Libertad, Peru","Peru"
"Picsi",8346,37.,"Lambayeque, Peru","Peru"
"Tarma",43169,3.4e3,"Junín, Peru","Peru"
"Moyobamba",42690,8.7e2,"San Martín, Peru","Peru"
"Chancay",42402,42.,"Lima Provincias, Peru","Peru"
"Sicuani",41628,3.6e3,"Cusco, Peru","Peru"
"Chepen",41358,2.3e2,"La Libertad, Peru","Peru"
"Huancavelica",41331,3.8e3,"Huancavelica, Peru","Peru"
"Sana",11972,57.,"Lambayeque, Peru","Peru"
"Tambopata",51384,2.1e2,"Madre de Dios, Peru","Peru"
"Juanjui",37715,3.e2,"San Martín, Peru","Peru"
"San Vicente de Canete",33972,18.,"Lima Provincias, Peru","Peru"
"Tambo Grande",33641,67.,"Piura, Peru","Peru"
"La Union",33369,16.,"Piura, Peru","Peru"
"Chocope",32370,1.1e2,"La Libertad, Peru","Peru"
"Imperial",34778,74.,"Lima Provincias, Peru","Peru"
"Nuevo Imperial",32344,1.2e2,"Lima Provincias, Peru","Peru"
"Guadalupe",32232,98.,"La Libertad, Peru","Peru"
"Ferrenafe",31777,38.,"Lambayeque, Peru","Peru"
"La Arena",31494,20.,"Piura, Peru","Peru"
"Sechura",29861,12.,"Piura, Peru","Peru"
"Bagua Grande",29454,6.4e2,"Amazonas, Peru","Peru"
"Tocache",29029,4.9e2,"San Martín, Peru","Peru"
"Viru",28825,71.,"La Libertad, Peru","Peru"
"Chaupimarca",28666,4.3e3,"Pasco, Peru","Peru"
"Huanta",27814,2.6e3,"Ayacucho, Peru","Peru"
"Paramonga",27631,8.,"Lima Provincias, Peru","Peru"
"Perene",27463,9.6e2,"Junín, Peru","Peru"
"Hualmay",26603,5.,"Lima Provincias, Peru","Peru"
"Espinar",26328,"QuantityMagnitude[Missing[""NotAvailable""]]","Cusco, Peru","Peru"
"Pacasmayo",26105,8.,"La Libertad, Peru","Peru"
"Huaura",26044,77.,"Lima Provincias, Peru","Peru"
"Moche",25614,0,"La Libertad, Peru","Peru"
"La Peca",25595,8.5e2,"Amazonas, Peru","Peru"
"Santa Ana",33594,1.7e3,"Cusco, Peru","Peru"
"Pimentel",25471,6.,"Lambayeque, Peru","Peru"
"Casma",24842,2.1e2,"Ancash, Peru","Peru"
"Marcavelica",24462,36.,"Piura, Peru","Peru"
"Laredo",24377,93.,"La Libertad, Peru","Peru"
"Huamachuco",23766,3.2e3,"La Libertad, Peru","Peru"
"Nazca",23710,5.9e2,"Ica, Peru","Peru"
"Andahuaylas",23275,3.2e3,"Apurímac, Peru","Peru"
"Yanacancha",23175,3.6e3,"Pasco, Peru","Peru"
"Santa Maria",23053,4.2e2,"Lima Provincias, Peru","Peru"
"Nueva Cajamarca",22977,"QuantityMagnitude[Missing[""NotAvailable""]]","San Martín, Peru","Peru"
"Mala",22895,21.,"Lima Provincias, Peru","Peru"
"Mollendo",22789,65.,"Arequipa, Peru","Peru"
"Requena",22232,98.,"Loreto, Peru","Peru"
"Monsefu",22165,14.,"Lambayeque, Peru","Peru"
"Querecotillo",21916,72.,"Piura, Peru","Peru"
"Chanchamayo",21885,"QuantityMagnitude[Missing[""NotAvailable""]]","Junín, Peru","Peru"
"Chachapoyas",21360,2.3e3,"Amazonas, Peru","Peru"
"Ayaviri",21099,3.9e3,"Puno, Peru","Peru"
"Paijan",20980,88.,"La Libertad, Peru","Peru"
"Padre Abad",5185,"QuantityMagnitude[Missing[""NotAvailable""]]","Ucayali, Peru","Peru"
"Rioja",19815,8.3e2,"San Martín, Peru","Peru"
"Corrales",19754,3.e3,"Tumbes, Peru","Peru"
"Santiago de Cao",19127,14.,"La Libertad, Peru","Peru"
"Satipo",30000,8.6e2,"Junín, Peru","Peru"
"Ilave",18265,3.9e3,"Puno, Peru","Peru"
"La Oroya",18160,4.1e3,"Junín, Peru","Peru"
"Aucayacu",17929,"QuantityMagnitude[Missing[""NotAvailable""]]","Huánuco, Peru","Peru"
"Bambamarca",17763,2.6e3,"Cajamarca, Peru","Peru"
"Uchiza",17742,5.2e2,"San Martín, Peru","Peru"
"La Brea",11996,2.2e2,"Piura, Peru","Peru"
"Pichanaqui",17266,"QuantityMagnitude[Missing[""NotAvailable""]]","Junín, Peru","Peru"
"Ignacio Escudero",17202,"QuantityMagnitude[Missing[""NotAvailable""]]","Piura, Peru","Peru"
"San Clemente",16928,83.,"Ica, Peru","Peru"
"Zarumilla",16741,9.,"Tumbes, Peru","Peru"
"Celendin",16721,2.6e3,"Cajamarca, Peru","Peru"
"Cura Mori",16545,"QuantityMagnitude[Missing[""NotAvailable""]]","Piura, Peru","Peru"
"Camana",13304,15.,"Arequipa, Peru","Peru"
"Huarmey",16431,11.,"Ancash, Peru","Peru"
"Jauja",16424,3.5e3,"Junín, Peru","Peru"
"San Pedro de Lloc",16250,43.,"La Libertad, Peru","Peru"
"San Ramon",16183,1.1e3,"Junín, Peru","Peru"
"Chongoyape",16061,2.4e2,"Lambayeque, Peru","Peru"
"Santa",15754,14.,"Ancash, Peru","Peru"
"Nauta",15632,1.1e2,"Loreto, Peru","Peru"
"Marcona",15478,7.6e2,"Ica, Peru","Peru"
"Junin",15320,4.1e3,"Junín, Peru","Peru"
"Supe",15295,39.,"Lima Provincias, Peru","Peru"
"Bellavista",15231,2.4e2,"San Martín, Peru","Peru"
"Coishco",15083,2.,"Ancash, Peru","Peru"
"Azangaro",15009,3.9e3,"Puno, Peru","Peru"
"Chicama",14915,1.3e2,"La Libertad, Peru","Peru"
"Saposoa",14894,3.8e2,"San Martín, Peru","Peru"
"Tabalosos",14744,9.2e2,"San Martín, Peru","Peru"
"Cutervo",14484,2.8e3,"Cajamarca, Peru","Peru"
"Santiago",14432,3.9e2,"Ica, Peru","Peru"
"Colan",14210,46.,"Piura, Peru","Peru"
"Ascope",14015,2.1e2,"La Libertad, Peru","Peru"
"Chota",13972,2.4e3,"Cajamarca, Peru","Peru"
"Contamana",13885,1.4e2,"Loreto, Peru","Peru"
"Simon Bolivar",13866,"QuantityMagnitude[Missing[""NotAvailable""]]","Pasco, Peru","Peru"
"Santa Rosa de Saco",13736,3.4e3,"Junín, Peru","Peru"
"Lamas",13693,7.1e2,"San Martín, Peru","Peru"
"Eten",13693,6.,"Lambayeque, Peru","Peru"
"Motupe",13681,1.4e2,"Lambayeque, Peru","Peru"
"Cajabamba",13486,2.8e3,"Cajamarca, Peru","Peru"
"Chilca",13272,11.,"Lima Provincias, Peru","Peru"
"Pativilca",13177,55.,"Lima Provincias, Peru","Peru"
"Vice",11793,31.,"Piura, Peru","Peru"
"San Andres",14134,"QuantityMagnitude[Missing[""NotAvailable""]]","Ica, Peru","Peru"
"Los Aquijes",12846,4.4e2,"Ica, Peru","Peru"
"Pueblo Nuevo",12449,1.5e2,"Lambayeque, Peru","Peru"
"Pilcomayo",12405,3.2e3,"Junín, Peru","Peru"
"Aguas Verdes",12311,2.,"Tumbes, Peru","Peru"
"Morropon",12307,1.4e2,"Piura, Peru","Peru"
"Soritor",12130,8.4e2,"San Martín, Peru","Peru"
"Los Organos",12048,"QuantityMagnitude[Missing[""NotAvailable""]]","Piura, Peru","Peru"
"Manuel Mesones Muro",12046,"QuantityMagnitude[Missing[""NotAvailable""]]","Lambayeque, Peru","Peru"
"Yunguyo",11890,1.8e3,"Puno, Peru","Peru"
"Chupaca",11850,3.3e3,"Junín, Peru","Peru"
"Zorritos",11762,32.,"Tumbes, Peru","Peru"
"Pacanga",11751,83.,"La Libertad, Peru","Peru"
"Vista Alegre",13711,4.2e2,"Ica, Peru","Peru"
"Tupac Amaru Inca",11570,68.,"Ica, Peru","Peru"
"Supe Puerto",11450,39.,"Lima Provincias, Peru","Peru"
"Concepcion",11330,3.3e3,"Junín, Peru","Peru"
"Caraz",10926,2.2e3,"Ancash, Peru","Peru"
"Santa Rosa",10810,33.,"Lambayeque, Peru","Peru"
"Urubamba",10771,3.e3,"Cusco, Peru","Peru"
"Salas",13921,1.8e2,"Ica, Peru","Peru"
"San Jose",10678,28.,"Lambayeque, Peru","Peru"
"La Matanza",10543,"QuantityMagnitude[Missing[""NotAvailable""]]","Piura, Peru","Peru"
"Puquio",10491,3.2e3,"Ayacucho, Peru","Peru"
"San Luis",11653,1.8e2,"Lima Provincias, Peru","Peru"
"Quilmana",10275,1.6e2,"Lima Provincias, Peru","Peru"
"Villa Rica",10092,1.9e3,"Pasco, Peru","Peru"
"Salaverry",10066,0,"La Libertad, Peru","Peru"
"Otuzco",10052,2.8e3,"La Libertad, Peru","Peru"
"Las Lomas",9873,2.5e2,"Piura, Peru","Peru"
"Coracora",9824,3.2e3,"Ayacucho, Peru","Peru"
"Olmos",9800,1.8e2,"Lambayeque, Peru","Peru"
"San Juan Bautista",9634,4.2e2,"Ica, Peru","Peru"
"Reque",9536,23.,"Lambayeque, Peru","Peru"
"Ilabaya",5359,1.5e3,"Tacna, Peru","Peru"
"San Jose de Sisa",9477,5.2e2,"San Martín, Peru","Peru"
"San Ignacio",9403,1.4e3,"Cajamarca, Peru","Peru"
"Tambo",9366,4.2e3,"Ayacucho, Peru","Peru"
"El Alto",9303,2.7e2,"Piura, Peru","Peru"
"Santa Eulalia",9240,2.5e3,"Lima Provincias, Peru","Peru"
"Quiruvilca",13031,4.1e3,"La Libertad, Peru","Peru"
"Lagunas",9197,1.3e2,"Loreto, Peru","Peru"
"Calca",9179,3.e3,"Cusco, Peru","Peru"
"Carhuamayo",9122,4.2e3,"Junín, Peru","Peru"
"Mancora",9101,18.,"Piura, Peru","Peru"
"Subtanjalla",16931,4.2e2,"Ica, Peru","Peru"
"Yauya",9092,3.2e3,"Junín, Peru","Peru"
"Desaguadero",9044,3.8e3,"Puno, Peru","Peru"
"Campoverde",8945,1.9e2,"Ucayali, Peru","Peru"
"La Cruz",8893,"QuantityMagnitude[Missing[""NotAvailable""]]","Tumbes, Peru","Peru"
"Cocachacra",9301,1.2e2,"Arequipa, Peru","Peru"
"Cajaruro",8727,4.4e2,"Amazonas, Peru","Peru"
"La Huaca",8705,16.,"Piura, Peru","Peru"
"Oxapampa",8554,1.9e3,"Pasco, Peru","Peru"
"Huancabamba",8553,1.9e3,"Piura, Peru","Peru"
"San Jeronimo de Tunan",9161,3.4e3,"Junín, Peru","Peru"
"Raymondi",8454,"QuantityMagnitude[Missing[""NotAvailable""]]","Ucayali, Peru","Peru"
"San Miguel",8392,2.7e3,"Ayacucho, Peru","Peru"
"Morrope",8388,20.,"Lambayeque, Peru","Peru"
"Pardo Miguel",8356,"QuantityMagnitude[Missing[""NotAvailable""]]","San Martín, Peru","Peru"
"Santo Tomas",8265,3.7e3,"Cusco, Peru","Peru"
"Putina",8118,3.9e3,"Puno, Peru","Peru"
"Chazuta",8029,1.9e2,"San Martín, Peru","Peru"
"Buenos Aires",9165,1.2e2,"Piura, Peru","Peru"
"San Jeronimo",7897,3.1e3,"Apurímac, Peru","Peru"
"Morococha",4681,4.5e3,"Junín, Peru","Peru"
"Juli",7872,4.1e3,"Puno, Peru","Peru"
"Huancane",7831,4.5e3,"Puno, Peru","Peru"
"Talavera",7753,3.e3,"Apurímac, Peru","Peru"
"Ramon Castilla",7753,63.,"Loreto, Peru","Peru"
"Pacocha",4986,1.3e2,"Moquegua, Peru","Peru"
"Tucume",7561,63.,"Lambayeque, Peru","Peru"
"Macusani",7557,4.4e3,"Puno, Peru","Peru"
"Oyon",7523,3.5e3,"Lima Provincias, Peru","Peru"
"Mochumi",7460,38.,"Lambayeque, Peru","Peru"
"Ambo",7362,2.7e3,"Huánuco, Peru","Peru"
"Acobamba",7161,3.3e3,"Junín, Peru","Peru"
"Jepelacio",7150,1.1e3,"San Martín, Peru","Peru"
"San Jose",11504,"QuantityMagnitude[Missing[""NotAvailable""]]","La Libertad, Peru","Peru"
"Vargas Guerra",8431,2.1e2,"Loreto, Peru","Peru"
"Sauce",7081,7.e2,"San Martín, Peru","Peru"
"Torata",7054,2.5e3,"Moquegua, Peru","Peru"
"Pueblo Nuevo",7042,88.,"La Libertad, Peru","Peru"
"Jayanca",6961,62.,"Lambayeque, Peru","Peru"
"Bellavista",6932,5.1e2,"Cajamarca, Peru","Peru"
"Yanahuanca",6925,3.9e3,"Pasco, Peru","Peru"
"Yauli",6832,"QuantityMagnitude[Missing[""NotAvailable""]]","Junín, Peru","Peru"
"Mazamari",6826,1.e3,"Junín, Peru","Peru"
"Acolla",6805,3.5e3,"Junín, Peru","Peru"
"Santiago de Chuco",6775,3.1e3,"La Libertad, Peru","Peru"
"Lircay",6766,3.6e3,"Huancavelica, Peru","Peru"
"Huicungo",5682,4.2e2,"San Martín, Peru","Peru"
"Picota",7941,2.6e2,"San Martín, Peru","Peru"
"Sicaya",6672,3.3e3,"Junín, Peru","Peru"
"Chicla",6085,3.5e3,"Lima Provincias, Peru","Peru"
"Pangoa",6638,6.3e2,"Junín, Peru","Peru"
"Lagunas",6617,"QuantityMagnitude[Missing[""NotAvailable""]]","Lambayeque, Peru","Peru"
"Carhuaz",6564,2.6e3,"Ancash, Peru","Peru"
"Barranca",6446,1.4e2,"Loreto, Peru","Peru"
"Punta de Bombon",6436,13.,"Arequipa, Peru","Peru"
"Anta",6403,3.5e3,"Cusco, Peru","Peru"
"San Jacinto",6378,"QuantityMagnitude[Missing[""NotAvailable""]]","Tumbes, Peru","Peru"
"Oyotun",6330,2.e2,"Lambayeque, Peru","Peru"
"Vegueta",6219,20.,"Lima Provincias, Peru","Peru"
"Sayan",6196,7.9e2,"Lima Provincias, Peru","Peru"
"Pampas",6144,3.3e3,"Huancavelica, Peru","Peru"
"San Agustin",9337,3.4e3,"Junín, Peru","Peru"
"Lluta",1859,3.e3,"Arequipa, Peru","Peru"
"Ricardo Palma",5978,9.4e2,"Lima Provincias, Peru","Peru"
"Palpa",5958,3.5e2,"Ica, Peru","Peru"
"Caleta de Carquin",6064,50.,"Lima Provincias, Peru","Peru"
"Bernal",5798,10.,"Piura, Peru","Peru"
"Huayucachi",5758,3.2e3,"Junín, Peru","Peru"
"San Pedro de Cajas",5758,4.1e3,"Junín, Peru","Peru"
"Urcos",5713,3.3e3,"Cusco, Peru","Peru"
"Yura",5686,2.5e3,"Arequipa, Peru","Peru"
"Illimo",5683,56.,"Lambayeque, Peru","Peru"
"Vichayal",5222,5.,"Piura, Peru","Peru"
"Huallanca",5640,3.8e3,"Ancash, Peru","Peru"
"Yonan",7970,"QuantityMagnitude[Missing[""NotAvailable""]]","Cajamarca, Peru","Peru"
"Nicolas de Pierola",5580,9.3e2,"Arequipa, Peru","Peru"
"Jazan",5551,"QuantityMagnitude[Missing[""NotAvailable""]]","Amazonas, Peru","Peru"
"Tinyahuarco",5513,4.2e3,"Pasco, Peru","Peru"
"Papayal",4805,2.6e2,"Tumbes, Peru","Peru"
"Orcopampa",5423,3.8e3,"Arequipa, Peru","Peru"
"Paucartambo",5399,3.e3,"Pasco, Peru","Peru"
"San Miguel de Cauri",9042,3.9e3,"Huánuco, Peru","Peru"
"Ayabaca",5270,2.3e3,"Piura, Peru","Peru"
"Yungay",5269,2.5e3,"Ancash, Peru","Peru"
"Ayna",5264,2.6e3,"Ayacucho, Peru","Peru"
"Pedro Galvez",5161,"QuantityMagnitude[Missing[""NotAvailable""]]","Cajamarca, Peru","Peru"
"Huasahuasi",5146,3.9e3,"Junín, Peru","Peru"
"Salitral",4976,52.,"Piura, Peru","Peru"
"Pachacutec",6000,"QuantityMagnitude[Missing[""NotAvailable""]]","Ica, Peru","Peru"
"Tarata",4914,3.7e3,"Tacna, Peru","Peru"
"Dean Valdivia",4890,"QuantityMagnitude[Missing[""NotAvailable""]]","Arequipa, Peru","Peru"
"Tamarindo",4253,12.,"Piura, Peru","Peru"
"Razuri",4802,"QuantityMagnitude[Missing[""NotAvailable""]]","La Libertad, Peru","Peru"
"San Juan de Bigote",7384,"QuantityMagnitude[Missing[""NotAvailable""]]","Piura, Peru","Peru"
"Llata",4716,2.9e3,"Huánuco, Peru","Peru"
"Lampa",4699,3.9e3,"Puno, Peru","Peru"
"Santa Lucia",4695,4.2e3,"Puno, Peru","Peru"
"Rio Grande",3885,3.4e2,"Arequipa, Peru","Peru"
"La Union",4671,3.6e3,"Huánuco, Peru","Peru"
"Fernando Lores",4583,"QuantityMagnitude[Missing[""NotAvailable""]]","Loreto, Peru","Peru"
"Chivay",4543,3.6e3,"Arequipa, Peru","Peru"
"Matucana",4517,2.7e3,"Lima Provincias, Peru","Peru"
"Pomabamba",4453,3.4e3,"Ancash, Peru","Peru"
"Acari",4445,2.e2,"Arequipa, Peru","Peru"
"Iberia",4386,3.e2,"Madre de Dios, Peru","Peru"
"Cascas",4381,1.3e3,"La Libertad, Peru","Peru"
"Saquena",4402,1.e2,"Loreto, Peru","Peru"
"Nunoa",4271,4.e3,"Puno, Peru","Peru"
"Orcotuna",4199,3.5e3,"Junín, Peru","Peru"
"Santa Cruz",4182,"QuantityMagnitude[Missing[""NotAvailable""]]","Cajamarca, Peru","Peru"
"Huari",4153,4.1e3,"Ancash, Peru","Peru"
"Silvia",4133,"QuantityMagnitude[Missing[""NotAvailable""]]","Ayacucho, Peru","Peru"
"Santa Rosa",4069,"QuantityMagnitude[Missing[""NotAvailable""]]","Ayacucho, Peru","Peru"
"Oropesa",4022,3.1e3,"Cusco, Peru","Peru"
"Pucara",3952,1.4e3,"Cajamarca, Peru","Peru"
"Asunción",525294,1.4e2,"Asuncion, Paraguay","Paraguay"
"Ciudad del Este",293817,2.1e2,"Alto Parana, Paraguay","Paraguay"
"San Lorenzo",252561,1.3e2,"Central, Paraguay","Paraguay"
"Luque",263604,1.3e2,"Central, Paraguay","Paraguay"
"Capiatá",224152,94.,"Central, Paraguay","Paraguay"
"Lambaré",170851,72.,"Central, Paraguay","Paraguay"
"Fernando de la Mora",120167,1.5e2,"Central, Paraguay","Paraguay"
"Limpio",87301,82.,"Central, Paraguay","Paraguay"
"Ñemby",126817,1.2e2,"Central, Paraguay","Paraguay"
"Encarnación",127527,82.,"Itapua, Paraguay","Paraguay"
"Mariano Roque Alonso",97585,62.,"Presidente Hayes, Paraguay","Paraguay"
"Pedro Juan Caballero",115583,6.5e2,"Amambay, Paraguay","Paraguay"
"Itauguá",100456,1.4e2,"Central, Paraguay","Paraguay"
"Villa Elisa",75933,94.,"Central, Paraguay","Paraguay"
"San Antonio",62663,91.,"Central, Paraguay","Paraguay"
"Hernandaríaz",55666,2.3e2,"Alto Parana, Paraguay","Paraguay"
"Caaguazú",54808,3.4e2,"Caaguazu, Paraguay","Paraguay"
"Presidente Franco",93095,2.1e2,"Alto Parana, Paraguay","Paraguay"
"Coronel Oviedo",52400,1.6e2,"Caaguazu, Paraguay","Paraguay"
"Concepción",48123,78.,"Concepcion, Paraguay","Paraguay"
"Villarrica",41157,1.7e2,"Guaira, Paraguay","Paraguay"
"Pilar",28716,59.,"Neembucu, Paraguay","Paraguay"
"Caacupé",42127,1.8e2,"Cordillera, Paraguay","Paraguay"
"Itá",75606,1.2e2,"Central, Paraguay","Paraguay"
"Minga Guazú",60719,2.5e2,"Alto Parana, Paraguay","Paraguay"
"Villa Hayes",16725,70.,"Presidente Hayes, Paraguay","Paraguay"
"San Estanislao",52983,1.4e2,"San Pedro, Paraguay","Paraguay"
"San Ignacio",14404,1.4e2,"Misiones, Paraguay","Paraguay"
"Ayolas",12061,64.,"Misiones, Paraguay","Paraguay"
"Santa Rita",11823,2.9e2,"Alto Parana, Paraguay","Paraguay"
"Doctor Eulogio Estigarribia",11558,3.1e2,"Caaguazu, Paraguay","Paraguay"
"Areguá",70490,1.5e2,"Central, Paraguay","Paraguay"
"Curuguaty",11095,1.8e2,"Canendiyu, Paraguay","Paraguay"
"Villeta",36985,81.,"Central, Paraguay","Paraguay"
"San Juan Bautista",10935,1.1e2,"Misiones, Paraguay","Paraguay"
"Horqueta",10531,1.3e2,"Concepcion, Paraguay","Paraguay"
"Piribebuy",10337,2.8e2,"Cordillera, Paraguay","Paraguay"
"Paraguarí",10079,1.5e2,"Paraguari, Paraguay","Paraguay"
"Tobatí",9952,95.,"Cordillera, Paraguay","Paraguay"
"Coronel Bogado",11134,99.,"Itapua, Paraguay","Paraguay"
"Ypacaraí",27379,79.,"Central, Paraguay","Paraguay"
"San Pedro de Ycuamandiyú",32918,87.,"San Pedro, Paraguay","Paraguay"
"Capitán Bado",11319,5.1e2,"Amambay, Paraguay","Paraguay"
"Guarambaré",33208,1.2e2,"Central, Paraguay","Paraguay"
"Eusebio Ayala",8253,1.2e2,"Cordillera, Paraguay","Paraguay"
"Filadelfia",9713,1.4e2,"Boqueron, Paraguay","Paraguay"
"San Juan Nepomuceno",24243,1.3e2,"Caazapa, Paraguay","Paraguay"
"Benjamin Aceval",16248,66.,"Presidente Hayes, Paraguay","Paraguay"
"Doctor Juan León Mallorquín",7481,2.5e2,"Alto Parana, Paraguay","Paraguay"
"Salto del Guairá",7385,3.e2,"Canendiyu, Paraguay","Paraguay"
"Santa Rosa",20306,1.9e2,"Misiones, Paraguay","Paraguay"
"Yaguarón",27250,97.,"Paraguari, Paraguay","Paraguay"
"Repatriación",9774,2.8e2,"Caaguazu, Paraguay","Paraguay"
"Marechal Estigarribia",7011,1.7e2,"Boqueron, Paraguay","Paraguay"
"Caazapá",6789,1.3e2,"Caazapa, Paraguay","Paraguay"
"Ypané",6658,1.e2,"Central, Paraguay","Paraguay"
"Alberdi",7552,55.,"Neembucu, Paraguay","Paraguay"
"Obligado",11441,2.e2,"Itapua, Paraguay","Paraguay"
"Emboscada",12225,1.3e2,"Cordillera, Paraguay","Paraguay"
"Carapeguá",5784,1.1e2,"Paraguari, Paraguay","Paraguay"
"San Pedro del Paraná",5328,1.4e2,"Itapua, Paraguay","Paraguay"
"Bella Vista",6145,1.8e2,"Amambay, Paraguay","Paraguay"
"Menno",5500,1.3e2,"Boqueron, Paraguay","Paraguay"
"Nanawa",6857,60.,"Presidente Hayes, Paraguay","Paraguay"
"Tomás Romero Pereira",6522,3.5e2,"Itapua, Paraguay","Paraguay"
"Hohenau",11044,1.6e2,"Itapua, Paraguay","Paraguay"
"Quiindy",16074,2.e2,"Paraguari, Paraguay","Paraguay"
"Villa del Rosario",5123,85.,"San Pedro, Paraguay","Paraguay"
"San José de los Arroyos",5544,1.3e2,"Caaguazu, Paraguay","Paraguay"
"Doctor Pedro P. Peña",6143,2.4e2,"Boqueron, Paraguay","Paraguay"
"San Alberto",6242,3.4e2,"Alto Parana, Paraguay","Paraguay"
"La Victoria",6489,77.,"Alto Paraguay, Paraguay","Paraguay"
"Doctor Juan Manuel Frutos",5633,3.1e2,"Caaguazu, Paraguay","Paraguay"
"Yuty",5551,1.4e2,"Caazapa, Paraguay","Paraguay"
"Atyrá",4768,1.2e2,"Cordillera, Paraguay","Paraguay"
"Altos",13114,1.6e2,"Cordillera, Paraguay","Paraguay"
"Juan Augusto Saldívar",4761,1.5e2,"Central, Paraguay","Paraguay"
"Mayor Otaño",5564,1.7e2,"Itapua, Paraguay","Paraguay"
"San Bernardino",9491,65.,"Cordillera, Paraguay","Paraguay"
"Ybycuí",4629,1.2e2,"Paraguari, Paraguay","Paraguay"
"Iturbe",5012,96.,"Guaira, Paraguay","Paraguay"
"La Paloma",6373,2.9e2,"Canendiyu, Paraguay","Paraguay"
"Carmen del Paraná",4718,1.1e2,"Itapua, Paraguay","Paraguay"
"General Artigas",4435,1.3e2,"Itapua, Paraguay","Paraguay"
"Katueté",62319,3.5e2,"Canendiyu, Paraguay","Paraguay"
"Pirayú",17601,97.,"Paraguari, Paraguay","Paraguay"
"Fram",6923,2.3e2,"Itapua, Paraguay","Paraguay"
"Itacurubí del Rosario",4183,1.2e2,"San Pedro, Paraguay","Paraguay"
"Itacurubí de la Cordillera",10744,1.5e2,"Cordillera, Paraguay","Paraguay"
"Capiíbary",3899,3.1e2,"San Pedro, Paraguay","Paraguay"
"Loreto",3476,1.7e2,"Concepcion, Paraguay","Paraguay"
"Yguazú",3363,2.6e2,"Alto Parana, Paraguay","Paraguay"
"Nueva Esperanza",3333,3.4e2,"Canendiyu, Paraguay","Paraguay"
"Acahay",3205,1.7e2,"Paraguari, Paraguay","Paraguay"
"Juan Emilio O'Leary",3214,2.4e2,"Alto Parana, Paraguay","Paraguay"
"Itaquyry",3038,2.6e2,"Alto Parana, Paraguay","Paraguay"
"Abaí",3586,1.6e2,"Caazapa, Paraguay","Paraguay"
"San Roque Gonzalez de Santa Cruz",2993,"QuantityMagnitude[Missing[""NotAvailable""]]","Paraguari, Paraguay","Paraguay"
